,Schooling (years),HIV/AIDS deaths (per 1000 live births)
1371,8.9,13.2
1372,8.2,14.5
1373,8.5,15.7
1374,8.4,16.9
1375,8.4,18.1
1376,11.9,0.1
1377,11.9,0.1
1378,11.9,0.1
1379,11.9,0.1
1380,11.9,0.1
1381,11.9,0.1
1382,11.9,0.1
1383,11.6,0.1
1384,11.8,0.1
1385,12.1,0.1
1386,12.2,0.1
1387,12.4,0.1
1388,11.6,0.1
1389,11.7,0.1
1390,10.4,0.1
1391,10.0,0.1
1392,13.3,0.1
1393,13.0,0.1
1394,13.1,0.1
1395,13.2,0.1
1396,13.4,0.1
1397,13.5,0.1
1398,13.6,0.1
1399,13.8,0.1
1400,13.9,0.1
1401,14.1,0.1
1402,14.2,0.1
1403,14.4,0.1
1404,14.1,0.1
1405,13.9,0.1
1406,14.0,0.1
1407,14.1,0.1
1408,13.0,0.1
1409,12.8,0.1
1410,12.5,0.1
1411,12.3,0.1
1412,12.1,0.2
1413,12.2,0.1
1414,12.4,0.1
1415,12.6,0.2
1416,12.6,0.1
1417,12.5,0.1
1418,12.4,0.1
1419,12.5,0.1
1420,12.2,0.1
1421,12.1,0.1
1422,11.8,0.1
1423,11.4,0.1
1424,10.8,0.2
1425,10.6,0.2
1426,10.4,0.3
1427,10.2,0.3
1428,9.9,0.3
1429,9.6,0.3
1430,9.4,0.2
1431,9.2,0.2
1432,9.0,0.2
1433,9.0,0.2
1434,8.7,0.2
1435,8.6,0.2
1436,8.3,0.1
1437,8.0,0.1
1438,8.0,0.1
1439,8.0,0.1
1440,16.0,0.1
1441,16.0,0.1
1442,15.4,0.1
1443,15.5,0.1
1444,15.8,0.1
1445,16.0,0.1
1446,16.4,0.1
1447,16.3,0.1
1448,16.2,0.1
1449,16.2,0.1
1450,15.9,0.1
1451,15.5,0.1
1452,15.2,0.1
1453,14.8,0.1
1454,14.2,0.1
1455,13.7,0.1
1456,13.3,0.1
1457,13.3,0.1
1458,13.3,0.1
1459,13.3,0.1
1460,13.2,0.1
1461,13.3,0.1
1462,13.2,0.1
1463,13.1,0.1
1464,12.9,0.1
1465,13.2,0.1
1466,13.7,0.1
1467,14.2,0.1
1468,14.8,0.1
1469,15.2,0.1
1470,15.0,0.1
1471,14.9,0.1
1472,10.7,9.3
1473,10.8,9.4
1474,11.1,9.6
1475,11.0,9.0
1476,11.0,10.5
1477,10.9,13.4
1478,10.8,18.2
1479,10.7,27.3
1480,10.6,30.0
1481,10.7,34.1
1482,10.7,34.8
1483,10.7,34.6
1484,10.5,33.8
1485,10.4,32.5
1486,10.3,31.2
1487,9.6,29.8
1488,9.9,0.9
1489,9.9,0.9
1490,9.8,1.1
1491,9.6,1.2
1492,9.5,1.5
1493,9.6,1.8
1494,9.7,2.1
1495,9.8,2.4
1496,9.9,2.8
1497,10.0,3.0
1498,10.1,3.1
1499,10.2,3.2
1500,10.3,3.2
1501,10.4,3.1
1502,10.5,3.1
1503,8.7,3.1
1504,13.4,0.1
1505,13.4,0.1
1506,13.4,0.1
1507,13.7,0.1
1508,14.0,0.1
1509,14.3,0.1
1510,14.6,0.1
1511,14.8,0.1
1512,15.1,0.1
1513,15.4,0.1
1514,15.7,0.1
1515,15.9,0.1
1516,16.0,0.1
1517,15.8,0.1
1518,15.7,0.1
1519,15.5,0.1
1520,16.5,0.1
1521,16.5,0.1
1522,16.4,0.1
1523,16.5,0.1
1524,16.7,0.1
1525,16.8,0.1
1526,16.6,0.1
1527,16.5,0.1
1528,16.4,0.1
1529,16.4,0.1
1530,16.2,0.1
1531,16.3,0.1
1532,15.8,0.1
1533,15.3,0.1
1534,14.7,0.1
1535,14.0,0.1
1536,13.9,0.1
1537,13.9,0.1
1538,13.9,0.1
1539,13.9,0.1
1540,13.9,0.1
1541,13.7,0.1
1542,13.5,0.1
1543,13.5,0.1
1544,13.5,0.1
1545,13.5,0.1
1546,13.5,0.1
1547,13.5,0.1
1548,13.6,0.1
1549,13.5,0.1
1550,13.4,0.1
1551,13.5,0.1
1552,10.3,0.3
1553,10.3,0.3
1554,10.3,0.4
1555,10.2,0.4
1556,10.2,0.4
1557,10.2,0.5
1558,9.7,0.5
1559,9.4,0.5
1560,9.1,0.6
1561,9.0,0.6
1562,8.9,0.6
1563,8.7,0.6
1564,8.5,0.7
1565,8.3,0.7
1566,8.2,0.7
1567,8.0,0.6
1568,10.8,4.8
1569,10.7,5.1
1570,10.7,6.3
1571,10.7,8.3
1572,10.6,11.2
1573,10.2,13.7
1574,9.9,14.9
1575,9.6,16.9
1576,9.7,19.3
1577,9.6,21.1
1578,9.7,22.4
1579,10.0,23.4
1580,10.3,24.2
1581,10.4,24.7
1582,10.1,25.1
1583,10.7,25.5
1584,13.1,0.1
1585,13.0,0.1
1586,12.9,0.1
1587,12.9,0.1
1588,13.0,0.1
1589,12.8,0.1
1590,12.6,0.1
1591,12.5,0.1
1592,12.3,0.1
1593,12.7,0.1
1594,12.9,0.1
1595,12.7,0.1
1596,12.1,0.1
1597,12.0,0.1
1598,11.9,0.1
1599,11.6,0.1
1600,12.7,0.1
1601,12.7,0.1
1602,12.4,0.1
1603,12.1,0.1
1604,11.8,0.1
1605,11.6,0.1
1606,11.8,0.1
1607,11.8,0.1
1608,11.9,0.1
1609,12.0,0.1
1610,12.1,0.1
1611,12.2,0.1
1612,11.8,0.1
1613,12.0,0.1
1614,11.8,0.1
1615,11.3,0.1
1616,8.4,1.5
1617,8.2,1.6
1618,8.0,1.6
1619,7.7,1.5
1620,7.5,1.5
1621,7.3,1.5
1622,7.1,1.6
1623,5.8,1.6
1624,6.4,1.7
1625,6.1,1.8
1626,5.8,1.9
1627,5.5,2.0
1628,5.2,2.2
1629,4.9,2.3
1630,4.6,2.4
1631,4.4,2.5
1632,14.6,0.1
1633,14.3,0.1
1634,14.2,0.1
1635,14.1,0.1
1636,14.8,0.1
1637,14.6,0.1
1638,14.4,0.1
1639,14.6,0.1
1640,14.4,0.1
1641,14.8,0.1
1642,14.8,0.1
1643,14.2,0.1
1644,13.8,0.1
1645,13.8,0.1
1646,13.7,0.1
1647,13.8,0.1
1648,8.5,0.9
1649,8.5,0.9
1650,8.2,1.1
1651,7.8,1.2
1652,7.7,1.2
1653,7.6,1.2
1654,7.1,1.2
1655,7.2,1.3
1656,7.4,1.3
1657,7.2,1.3
1658,7.2,1.3
1659,6.7,1.3
1660,6.6,1.3
1661,6.5,1.2
1662,6.5,1.2
1663,6.4,1.1
1664,15.2,0.1
1665,14.7,0.1
1666,14.7,0.1
1667,14.3,0.1
1668,14.1,0.1
1669,14.0,0.2
1670,13.8,0.1
1671,13.6,0.1
1672,13.5,0.1
1673,13.4,0.1
1674,13.0,0.1
1675,12.8,0.1
1676,12.6,0.1
1677,12.5,0.1
1678,12.2,0.1
1679,12.1,0.1
1680,13.3,0.1
1681,13.1,0.1
1682,12.9,0.1
1683,12.7,0.1
1684,12.6,0.1
1685,12.5,0.1
1686,12.5,0.1
1687,12.3,0.1
1688,12.3,0.1
1689,12.2,0.1
1690,12.2,0.1
1691,12.1,0.1
1692,11.9,0.1
1693,11.6,0.1
1694,11.6,0.1
1695,11.4,0.1
1696,,0.1
1697,,0.1
1698,,0.1
1699,,0.1
1700,,0.1
1701,,0.1
1702,,0.1
1703,,0.1
1704,,0.1
1705,,0.1
1706,,0.1
1707,,0.1
1708,,0.1
1709,,0.1
1710,,0.1
1711,,0.1
1712,14.8,0.1
1713,14.8,0.1
1714,14.7,0.1
1715,14.7,0.1
1716,14.6,0.1
1717,14.3,0.1
1718,13.8,0.1
1719,13.4,0.1
1720,13.0,0.1
1721,12.7,0.1
1722,11.8,0.1
1723,11.2,0.1
1724,10.5,0.1
1725,10.1,0.1
1726,9.4,0.1
1727,8.9,0.1
1728,15.1,0.1
1729,15.1,0.1
1730,15.1,0.1
1731,15.1,0.1
1732,15.1,0.1
1733,15.0,0.1
1734,14.6,0.1
1735,14.2,0.1
1736,13.6,0.1
1737,13.2,0.1
1738,12.8,0.1
1739,12.6,0.1
1740,0.0,0.1
1741,0.0,0.1
1742,0.0,0.1
1743,0.0,0.1
1744,12.1,0.1
1745,12.1,0.1
1746,12.1,0.1
1747,11.6,0.1
1748,11.2,0.1
1749,10.7,0.1
1750,10.5,0.1
1751,10.3,0.1
1752,10.0,0.1
1753,10.0,0.1
1754,9.8,0.1
1755,9.6,0.1
1756,9.3,0.1
1757,8.8,0.1
1758,8.5,0.1
1759,8.0,0.1
1760,9.1,3.9
1761,9.1,4.1
1762,9.1,5.1
1763,9.2,6.9
1764,9.5,9.6
1765,9.3,10.8
1766,9.2,11.3
1767,8.8,12.6
1768,8.2,14.1
1769,7.9,16.3
1770,7.3,16.2
1771,7.0,15.9
1772,6.7,15.3
1773,6.2,14.5
1774,5.8,13.4
1775,5.4,12.2
1776,9.1,0.3
1777,9.1,0.3
1778,9.1,0.4
1779,9.1,0.5
1780,9.1,0.5
1781,8.8,0.5
1782,8.5,0.6
1783,8.2,0.6
1784,8.1,0.6
1785,8.0,0.6
1786,7.9,0.5
1787,7.8,0.5
1788,7.7,0.5
1789,7.6,0.4
1790,7.6,0.4
1791,7.5,0.4
1792,11.7,2.1
1793,11.7,2.2
1794,11.6,2.5
1795,11.5,3.7
1796,11.5,4.7
1797,11.4,6.2
1798,11.4,8.7
1799,11.3,11.7
1800,11.3,15.2
1801,11.4,19.2
1802,11.6,22.1
1803,11.7,24.0
1804,11.7,24.7
1805,11.8,24.6
1806,11.7,23.9
1807,11.5,22.8
1808,12.2,0.1
1809,12.4,0.1
1810,12.3,0.1
1811,12.3,0.2
1812,12.0,0.2
1813,11.1,0.2
1814,10.5,0.2
1815,10.1,0.2
1816,10.0,0.2
1817,9.6,0.2
1818,9.4,0.2
1819,9.3,0.2
1820,9.2,0.1
1821,8.6,0.1
1822,9.0,0.1
1823,8.9,0.1
1824,18.1,0.1
1825,18.1,0.1
1826,18.1,0.1
1827,18.1,0.1
1828,17.2,0.1
1829,17.0,0.1
1830,16.9,0.1
1831,16.8,0.1
1832,16.6,0.1
1833,16.5,0.1
1834,16.4,0.1
1835,16.5,0.1
1836,16.5,0.1
1837,16.9,0.1
1838,16.7,0.1
1839,16.5,0.1
1840,19.2,0.1
1841,19.2,0.1
1842,19.3,0.1
1843,19.5,0.1
1844,19.7,0.1
1845,20.3,0.1
1846,19.3,0.1
1847,19.5,0.1
1848,19.2,0.1
1849,19.1,0.1
1850,18.9,0.1
1851,18.4,0.1
1852,18.2,0.1
1853,17.5,0.1
1854,17.4,0.1
1855,17.2,0.1
1856,11.7,0.1
1857,11.6,0.1
1858,11.5,0.1
1859,11.5,0.1
1860,11.5,0.1
1861,11.4,0.1
1862,11.3,0.2
1863,11.1,0.2
1864,11.0,0.2
1865,11.0,0.3
1866,11.0,0.3
1867,11.0,0.3
1868,11.0,0.3
1869,10.7,0.4
1870,10.4,0.4
1871,10.1,0.4
1872,5.4,0.4
1873,5.3,0.5
1874,5.3,0.6
1875,5.1,0.7
1876,4.8,0.7
1877,4.5,0.9
1878,4.2,1.1
1879,4.0,1.3
1880,3.8,1.4
1881,3.7,1.5
1882,3.5,1.6
1883,3.1,1.6
1884,3.0,1.6
1885,2.9,1.6
1886,2.9,1.6
1887,2.8,1.5
1888,10.0,3.7
1889,10.0,3.9
1890,9.8,3.9
1891,9.7,4.4
1892,9.6,4.7
1893,9.5,4.8
1894,9.3,4.9
1895,9.2,5.0
1896,9.1,5.2
1897,9.0,5.3
1898,8.9,5.4
1899,8.5,5.4
1900,8.1,5.4
1901,7.7,5.3
1902,8.0,5.1
1903,7.6,4.9
1904,,0.1
1905,,0.1
1906,,0.1
1907,,0.1
1908,,0.1
1909,,0.1
1910,,0.1
1911,,0.1
1912,,0.1
1913,,0.1
1914,,0.1
1915,,0.1
1916,,0.1
1917,,0.1
1918,,0.1
1919,,0.1
1920,12.9,0.1
1921,12.9,0.1
1922,12.9,0.1
1923,12.9,0.1
1924,12.9,0.1
1925,13.0,0.1
1926,13.0,0.1
1927,12.2,0.1
1928,12.2,0.1
1929,12.1,0.1
1930,11.9,0.1
1931,11.9,0.1
1932,11.9,0.1
1933,11.9,0.1
1934,11.8,0.1
1935,11.7,0.1
1936,17.7,0.1
1937,17.7,0.1
1938,17.5,0.1
1939,17.6,0.1
1940,17.6,0.1
1941,17.4,0.1
1942,17.4,0.1
1943,17.6,0.1
1944,17.6,0.1
1945,17.5,0.1
1946,17.6,0.1
1947,17.5,0.1
1948,17.1,0.1
1949,17.1,0.1
1950,17.5,0.1
1951,17.1,0.1
1952,13.7,0.1
1953,13.7,0.1
1954,13.7,0.1
1955,13.7,0.1
1956,13.6,0.1
1957,13.5,0.1
1958,12.4,0.1
1959,11.9,0.1
1960,11.5,0.1
1961,11.6,0.1
1962,11.5,0.1
1963,11.5,0.1
1964,11.2,0.1
1965,11.0,0.1
1966,10.7,0.1
1967,10.4,0.1
1968,8.1,0.1
1969,7.8,0.1
1970,7.7,0.1
1971,7.6,0.1
1972,7.5,0.1
1973,7.5,0.1
1974,7.3,0.1
1975,7.3,0.1
1976,6.7,0.1
1977,6.5,0.1
1978,6.1,0.1
1979,5.6,0.1
1980,5.6,0.1
1981,5.5,0.1
1982,5.4,0.1
1983,5.3,0.1
1984,13.0,0.1
1985,13.0,0.1
1986,12.9,0.1
1987,12.8,0.1
1988,12.9,0.1
1989,12.8,0.1
1990,12.8,0.1
1991,12.8,0.1
1992,12.9,0.2
1993,12.9,0.1
1994,12.9,0.1
1995,12.8,0.2
1996,12.8,0.1
1997,12.6,0.2
1998,12.4,0.1
1999,12.1,0.2
2000,10.0,0.6
2001,10.0,0.7
2002,10.0,0.8
2003,9.9,1.0
2004,9.9,1.0
2005,9.6,1.1
2006,9.2,1.1
2007,8.9,1.3
2008,8.6,1.4
2009,8.2,1.5
2010,7.9,1.5
2011,7.6,1.5
2012,7.2,1.4
2013,6.9,1.4
2014,6.6,1.3
2015,6.2,1.1
2016,12.3,0.2
2017,12.3,0.2
2018,12.3,0.2
2019,12.3,0.1
2020,12.3,0.1
2021,12.4,0.1
2022,12.1,0.1
2023,11.9,0.1
2024,12.0,0.1
2025,12.1,0.2
2026,12.3,0.2
2027,12.1,0.2
2028,12.7,0.1
2029,12.2,0.1
2030,11.8,0.1
2031,11.6,0.1
2032,13.4,0.1
2033,13.4,0.1
2034,13.4,0.1
2035,13.4,0.1
2036,13.4,0.2
2037,13.3,0.2
2038,13.3,0.3
2039,13.2,0.3
2040,13.2,0.3
2041,13.0,0.4
2042,13.0,0.4
2043,12.8,0.4
2044,13.3,0.4
2045,13.9,0.4
2046,13.4,0.5
2047,13.5,0.5
2048,11.7,0.1
2049,11.7,0.1
2050,11.7,0.1
2051,11.6,0.1
2052,11.5,0.1
2053,11.4,0.1
2054,11.7,0.1
2055,11.5,0.1
2056,11.4,0.1
2057,11.5,0.1
2058,11.6,0.1
2059,11.6,0.1
2060,11.6,0.1
2061,11.4,0.1
2062,11.4,0.1
2063,11.4,0.1
2064,16.4,0.1
2065,16.4,0.1
2066,15.4,0.1
2067,15.3,0.1
2068,15.4,0.1
2069,15.1,0.1
2070,15.1,0.1
2071,15.0,0.1
2072,15.0,0.1
2073,15.0,0.1
2074,14.8,0.1
2075,15.5,0.1
2076,15.3,0.1
2077,15.0,0.1
2078,14.7,0.1
2079,14.6,0.1
2080,16.6,0.1
2081,16.8,0.1
2082,16.3,0.1
2083,16.3,0.1
2084,16.2,0.1
2085,16.0,0.1
2086,16.0,0.1
2087,15.8,0.1
2088,15.4,0.1
2089,15.4,0.1
2090,15.4,0.1
2091,15.9,0.1
2092,15.8,0.1
2093,15.9,0.1
2094,15.7,0.1
2095,15.5,0.1
2096,13.4,0.1
2097,13.4,0.1
2098,13.4,0.1
2099,13.4,0.1
2100,12.4,0.1
2101,12.0,0.1
2102,11.8,0.1
2103,11.7,0.1
2104,12.6,0.1
2105,13.7,0.1
2106,13.7,0.1
2107,13.5,0.1
2108,12.8,0.1
2109,12.2,0.1
2110,12.6,0.1
2111,13.0,0.1
2112,14.4,0.1
2113,14.3,0.1
2114,14.1,0.1
2115,14.0,0.1
2116,13.5,0.1
2117,13.6,0.1
2118,13.6,0.1
2119,13.5,0.1
2120,13.5,0.1
2121,13.4,0.1
2122,13.2,0.1
2123,13.1,0.1
2124,13.0,0.1
2125,13.2,0.1
2126,13.1,0.1
2127,13.0,0.1
2128,11.1,2.8
2129,11.1,3.0
2130,11.1,3.0
2131,10.2,3.3
2132,10.7,3.5
2133,10.5,3.8
2134,10.3,4.0
2135,10.0,4.3
2136,9.8,5.0
2137,9.6,5.5
2138,9.4,5.9
2139,9.2,6.3
2140,9.4,6.8
2141,9.5,7.2
2142,9.7,7.6
2143,9.8,7.8
2144,14.7,0.1
2145,14.7,0.1
2146,14.7,0.1
2147,15.3,0.1
2148,15.7,0.1
2149,15.8,0.1
2150,15.4,0.1
2151,14.7,0.1
2152,14.1,0.1
2153,13.7,0.1
2154,13.4,0.1
2155,12.9,0.1
2156,12.5,0.1
2157,12.0,0.1
2158,11.7,0.1
2159,11.5,0.1
2160,15.0,0.1
2161,14.9,0.1
2162,14.6,0.2
2163,14.3,0.3
2164,14.0,0.3
2165,13.7,0.2
2166,14.0,0.3
2167,13.9,0.3
2168,13.8,0.3
2169,13.8,0.3
2170,13.7,0.3
2171,13.6,0.3
2172,13.2,0.4
2173,12.8,0.3
2174,12.5,0.3
2175,12.1,0.2
2176,10.8,0.4
2177,10.8,0.4
2178,10.8,0.5
2179,10.5,0.7
2180,10.2,1.3
2181,10.0,2.3
2182,10.2,2.8
2183,10.4,3.7
2184,10.1,5.0
2185,9.3,6.2
2186,8.8,7.1
2187,8.2,7.7
2188,7.6,8.1
2189,7.2,8.0
2190,7.1,8.1
2191,6.6,8.5
2192,13.1,0.1
2193,13.1,0.1
2194,13.1,0.1
2195,13.0,0.1
2196,12.9,0.1
2197,12.8,0.1
2198,12.7,0.1
2199,12.6,0.1
2200,12.8,0.1
2201,12.4,0.1
2202,12.2,0.2
2203,12.3,0.2
2204,12.4,0.2
2205,12.5,0.1
2206,12.6,0.3
2207,12.8,0.4
2208,13.3,0.1
2209,13.3,0.1
2210,13.3,0.1
2211,13.3,0.1
2212,13.3,0.1
2213,13.3,0.1
2214,13.3,0.2
2215,13.3,0.3
2216,13.3,0.3
2217,13.3,0.3
2218,13.3,0.2
2219,13.2,0.4
2220,13.0,0.4
2221,12.9,0.4
2222,12.8,0.7
2223,12.7,0.7
2224,12.9,0.1
2225,12.9,0.1
2226,12.9,0.1
2227,12.9,0.1
2228,12.9,0.1
2229,12.9,0.1
2230,12.9,0.1
2231,12.9,0.1
2232,12.9,0.1
2233,12.7,0.1
2234,12.6,0.1
2235,12.4,0.1
2236,12.3,0.1
2237,12.1,0.1
2238,12.0,0.1
2239,12.1,0.1
2240,11.2,0.2
2241,11.1,0.2
2242,11.0,0.2
2243,10.8,0.5
2244,10.6,0.5
2245,10.6,0.5
2246,10.1,0.9
2247,10.4,0.9
2248,10.3,1.2
2249,10.2,1.2
2250,10.0,1.6
2251,9.8,1.6
2252,9.7,1.6
2253,9.6,1.4
2254,9.4,1.5
2255,9.3,1.5
2256,16.1,0.1
2257,15.8,0.1
2258,15.2,0.1
2259,14.5,0.1
2260,13.9,0.1
2261,13.3,0.1
2262,13.0,0.1
2263,12.8,0.1
2264,12.7,0.1
2265,12.5,0.1
2266,12.4,0.1
2267,12.3,0.1
2268,12.2,0.1
2269,12.1,0.1
2270,12.0,0.1
2271,11.8,0.1
2272,9.5,0.3
2273,9.1,0.3
2274,8.7,0.3
2275,8.3,0.4
2276,7.9,0.4
2277,7.7,0.4
2278,7.5,0.5
2279,7.1,0.6
2280,6.8,0.7
2281,6.6,0.7
2282,6.4,0.7
2283,6.2,0.7
2284,5.9,0.7
2285,5.7,0.7
2286,5.4,0.6
2287,5.2,0.5
2288,14.1,0.1
2289,13.2,0.1
2290,13.5,0.1
2291,13.5,0.1
2292,13.3,0.1
2293,13.2,0.1
2294,13.2,0.1
2295,13.2,0.1
2296,13.1,0.1
2297,13.1,0.1
2298,12.1,0.1
2299,12.3,0.1
2300,12.1,0.1
2301,12.1,0.1
2302,12.2,0.1
2303,12.3,0.1
2304,9.5,0.5
2305,9.5,0.6
2306,9.3,0.8
2307,9.1,0.9
2308,8.9,1.3
2309,8.7,1.6
2310,8.5,1.7
2311,8.3,1.9
2312,8.2,2.2
2313,8.0,2.2
2314,7.8,2.2
2315,7.6,2.1
2316,7.4,1.9
2317,7.2,1.7
2318,7.0,1.5
2319,6.7,1.2
2320,15.4,0.1
2321,15.4,0.1
2322,15.4,0.1
2323,15.4,0.1
2324,15.2,0.1
2325,14.5,0.1
2326,14.4,0.1
2327,14.2,0.1
2328,14.1,0.1
2329,13.9,0.1
2330,12.6,0.1
2331,12.7,0.1
2332,12.7,0.1
2333,12.6,0.1
2334,12.7,0.1
2335,12.5,0.1
2336,15.0,0.1
2337,15.1,0.1
2338,15.0,0.1
2339,15.0,0.1
2340,15.0,0.1
2341,15.0,0.1
2342,14.9,0.1
2343,14.8,0.1
2344,14.5,0.1
2345,14.3,0.1
2346,14.0,0.1
2347,13.8,0.1
2348,13.6,0.1
2349,13.3,0.1
2350,13.3,0.1
2351,13.0,0.1
2352,17.3,0.1
2353,17.6,0.1
2354,16.8,0.1
2355,16.8,0.1
2356,17.0,0.1
2357,16.9,0.1
2358,16.9,0.1
2359,16.9,0.1
2360,16.8,0.1
2361,16.7,0.1
2362,16.3,0.1
2363,16.6,0.1
2364,16.1,0.1
2365,15.6,0.1
2366,14.7,0.1
2367,14.6,0.1
2368,9.6,0.1
2369,9.6,0.1
2370,9.5,0.1
2371,9.4,0.1
2372,9.4,0.1
2373,9.3,0.1
2374,9.3,0.1
2375,9.2,0.1
2376,9.0,0.1
2377,8.4,0.1
2378,8.3,0.1
2379,8.1,0.1
2380,8.0,0.1
2381,7.3,0.1
2382,6.6,0.1
2383,7.2,0.1
2384,,0.7
2385,,0.8
2386,,0.8
2387,,0.8
2388,,0.8
2389,,0.8
2390,,0.8
2391,,0.9
2392,,0.9
2393,,0.9
2394,,0.9
2395,,0.9
2396,,0.9
2397,,0.9
2398,,0.8
2399,,0.8
2400,13.0,3.6
2401,13.0,3.7
2402,12.8,4.5
2403,12.8,7.6
2404,12.8,8.5
2405,12.8,11.0
2406,12.8,19.0
2407,12.9,23.5
2408,12.9,26.4
2409,12.9,28.1
2410,12.9,29.5
2411,12.9,29.7
2412,12.9,28.9
2413,12.9,26.6
2414,13.0,24.0
2415,13.0,21.3
2416,,0.1
2417,,0.1
2418,,0.1
2419,,0.1
2420,,0.1
2421,,0.1
2422,,0.1
2423,,0.1
2424,,0.1
2425,,0.1
2426,,0.1
2427,,0.1
2428,,0.1
2429,,0.1
2430,,0.1
2431,,0.1
2432,4.9,3.4
2433,4.9,3.5
2434,4.9,3.6
2435,4.9,3.8
2436,4.9,3.9
2437,0.0,4.0
2438,0.0,4.2
2439,0.0,4.2
2440,0.0,4.2
2441,0.0,4.1
2442,0.0,3.9
2443,0.0,3.8
2444,0.0,3.5
2445,0.0,3.3
2446,0.0,3.0
2447,0.0,2.7
2448,17.7,0.1
2449,17.6,0.1
2450,17.5,0.1
2451,17.2,0.1
2452,16.9,0.1
2453,16.4,0.1
2454,16.3,0.1
2455,16.1,0.1
2456,16.0,0.1
2457,15.9,0.1
2458,15.8,0.1
2459,15.6,0.1
2460,15.6,0.1
2461,15.7,0.1
2462,15.7,0.1
2463,15.7,0.1
2464,14.0,0.1
2465,14.0,0.1
2466,13.8,0.1
2467,13.7,0.1
2468,13.6,0.1
2469,13.5,0.1
2470,13.4,0.1
2471,13.3,0.1
2472,13.2,0.1
2473,13.1,0.1
2474,12.9,0.1
2475,12.8,0.1
2476,12.7,0.1
2477,12.6,0.1
2478,12.5,0.1
2479,12.4,0.1
2480,7.2,0.3
2481,7.2,0.3
2482,7.0,0.3
2483,6.8,0.3
2484,7.0,0.3
2485,7.0,0.3
2486,6.8,0.3
2487,6.3,0.3
2488,6.4,0.3
2489,6.2,0.2
2490,6.1,0.2
2491,5.7,0.2
2492,5.6,0.2
2493,5.6,0.2
2494,5.6,0.2
2495,5.5,0.1
2496,12.7,0.4
2497,12.7,0.4
2498,12.7,0.4
2499,12.7,0.9
2500,12.5,0.1
2501,12.3,0.5
2502,12.1,0.6
2503,11.9,1.2
2504,11.7,0.8
2505,11.5,0.6
2506,11.3,0.6
2507,11.1,0.9
2508,10.9,1.0
2509,11.0,1.6
2510,11.0,1.8
2511,11.1,0.4
2512,15.9,0.1
2513,15.8,0.1
2514,15.8,0.1
2515,15.8,0.1
2516,16.0,0.1
2517,15.8,0.1
2518,15.8,0.1
2519,15.7,0.1
2520,15.8,0.1
2521,15.9,0.1
2522,16.0,0.1
2523,16.0,0.1
2524,15.9,0.1
2525,15.9,0.1
2526,15.9,0.1
2527,15.9,0.1
2528,16.0,0.1
2529,15.9,0.1
2530,15.8,0.1
2531,15.7,0.1
2532,15.6,0.1
2533,15.4,0.1
2534,15.3,0.1
2535,15.3,0.1
2536,15.3,0.1
2537,15.2,0.1
2538,15.2,0.1
2539,15.1,0.1
2540,15.0,0.1
2541,15.2,0.1
2542,15.2,0.1
2543,15.1,0.1
2544,9.0,0.1
2545,9.0,0.1
2546,13.0,0.1
2547,12.5,0.1
2548,12.0,0.1
2549,11.7,0.1
2550,11.8,0.1
2551,11.6,0.1
2552,11.5,0.1
2553,11.4,0.1
2554,11.0,0.1
2555,10.6,0.1
2556,10.3,0.1
2557,10.2,0.1
2558,10.1,0.1
2559,10.0,0.1
2560,11.3,0.2
2561,11.3,0.2
2562,11.2,0.2
2563,11.1,0.2
2564,11.1,0.2
2565,11.1,0.2
2566,11.1,0.2
2567,10.8,0.3
2568,10.9,0.3
2569,10.7,0.3
2570,10.6,0.3
2571,10.5,0.3
2572,10.1,0.3
2573,9.8,0.3
2574,9.7,0.3
2575,9.6,0.3
2576,13.6,0.1
2577,13.6,0.1
2578,13.6,0.1
2579,13.7,0.1
2580,13.3,0.2
2581,13.1,0.2
2582,13.0,0.3
2583,12.9,0.3
2584,12.3,0.4
2585,12.4,0.5
2586,12.0,0.5
2587,11.9,0.5
2588,11.8,0.6
2589,11.5,0.7
2590,11.2,0.8
2591,10.9,0.8
2592,12.6,0.1
2593,12.6,0.1
2594,12.6,0.1
2595,12.6,0.2
2596,12.6,0.1
2597,12.6,0.2
2598,12.6,0.1
2599,12.6,0.1
2600,12.5,0.1
2601,12.4,0.1
2602,12.4,0.1
2603,12.3,0.1
2604,12.2,0.1
2605,12.1,0.1
2606,12.1,0.2
2607,12.0,0.1
2608,12.0,1.0
2609,12.0,1.0
2610,12.0,1.5
2611,12.0,1.7
2612,11.5,2.6
2613,11.0,3.8
2614,10.6,4.3
2615,10.1,4.8
2616,10.6,5.1
2617,10.2,5.0
2618,10.1,5.0
2619,10.0,5.1
2620,9.9,5.2
2621,9.7,5.3
2622,9.4,5.3
2623,9.3,5.1
2624,14.3,0.1
2625,14.3,0.1
2626,14.3,0.1
2627,14.4,0.1
2628,14.4,0.1
2629,14.4,0.1
2630,14.5,0.1
2631,14.5,0.1
2632,14.5,0.1
2633,14.6,0.1
2634,14.6,0.1
2635,14.6,0.1
2636,13.7,0.1
2637,13.5,0.1
2638,13.2,0.1
2639,13.7,0.1
2640,12.7,0.3
2641,12.7,0.3
2642,12.7,0.3
2643,12.6,0.4
2644,12.6,0.4
2645,12.5,0.4
2646,12.5,0.2
2647,12.4,0.3
2648,12.4,0.7
2649,12.3,0.6
2650,12.3,0.5
2651,12.2,1.0
2652,12.0,0.5
2653,11.9,2.0
2654,11.8,1.2
2655,11.7,0.9
2656,14.6,0.1
2657,14.7,0.1
